csv_no,json_file,json_source,field,status,score,csv_value,json_value
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,title,agree,1.0,Analysis of Factors Effecting PISA 2015 Mathematics Literacy via Educational Data Mining,Analysis of Factors Effecting PISA 2015 Mathematics Literacy via Educational Data Mining
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,authors,partial,0.5,"erdo an,gure,kayri","erdogan,gure,kayri"
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,ilsa_assessment,agree,1.0,pisa,pisa
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,ml_methods,agree,1.0,"neural network,random forest","neural network,random forest"
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,software,partial,0.667,"Weka, SPSS, SPSS Modeler, Matlab and MS Excel","matlab,r,spss,weka"
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,countries,agree,1.0,Türkiye,tur
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,dependent_outcome,agree,0.549,"Mathematics literacy achievement status (average of PV1MATH–PV10MATH, grouped into low–medium–high levels)",Math achievement status (low/medium/high)
20,20. Güre et al. (2020). Analysis of Factors Effecting PISA 2015 Mathematics.json,json,journal_venue,agree,1.0,Education and Science,Education and Science
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,year,agree,1.0,2025,2025
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,title,agree,1.0,Teachers’ team innovativeness in TALIS 2018: An empirical and simulation study using glmmLasso for multilevel data,Teachers’ team innovativeness in TALIS 2018: An empirical and simulation study using glmmLasso for multilevel data
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,authors,agree,1.0,"koo,yoo","koo,yoo"
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,ilsa_assessment,agree,1.0,talis,talis
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,ml_methods,agree,0.85,"elastic net,lasso,multilevel,neural network,random forest","elastic net,lasso,neural network"
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,software,disagree,0.25,"R (using fastDummies, glmmLasso, grpreg)",r
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,countries,agree,1.0,Korean,kor
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,dependent_outcome,agree,0.479,Teachers’ team innovativeness (T3TEAM),Teachers’ team innovativeness (T3TEAM) Predictive accuracy and variable selection for teachers’ team innovativeness
21,21. Koo & Yoo. (2025). Teachers’ team innovativeness in TALIS 2018 An.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,year,agree,1.0,2024,2024
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,title,agree,1.0,A machine-­learning model of academic resilience in the times of the COVID-­ 19 pandemic: Evidence drawn from 79 countries/economies in the PISA 2022 mathematic,A machine‐learning model of academic resilience in the times of the COVID‐19 pandemic: Evidence drawn from 79 countries/economies in the PISA 2022 mathematics s
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,authors,agree,1.0,"cheung,ieong,lam,mak,sit,zheng","cheung,ieong,lam,mak,sit,zheng"
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,ilsa_assessment,agree,1.0,pisa,pisa
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,ml_methods,agree,0.85,"random forest,shap","k nn,knn,neural network,random forest,shap"
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,software,partial,0.6,"Python (v. 3.10.6) (scikit-­ learn, imbalanced-­ learn) ","python,r,scikit"
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,countries,missing,,79 countries,
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,dependent_outcome,agree,0.861,"Academic resilience (ARS=1, NRS=0)",Academic resilience status (ARS=1 vs NRS=0)
22,22. Cheung et al. (2024). A machine-­learning model of academic resilience in.json,json,journal_venue,partial,0.514,British Psychological Society,British Journal of Educational Psychology
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,year,agree,1.0,2025,2025
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,title,agree,1.0,Hierarchical clustering of the pre-exam anxiety levels in physically inactive and active adolescent students from 56 countries: an observational study using PIS,Hierarchical clustering of the pre-exam anxiety levels in physically inactive and active adolescent students from 56 countries: an observational study using PIS
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,authors,disagree,0.0,"afonso,branquinho,encarnacao,ferraz,forte,leite,monteiro,sortwell,teixeira,vaz","am,as,jt,lb,ll,pa,pf,pv,rf,se"
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,ilsa_assessment,agree,1.0,pisa,pisa
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,ml_methods,partial,0.5,clustering,"clustering,random forest"
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,software,missing,,NA,r
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,countries,partial,0.5,56 countries,"are,aus,aut,bel,bgr,bra,can,che,chl,chn,col,cri,cyp,cze,deu"
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,dependent_outcome,disagree,0.149,Pre-exam anxiety levels,Pre-exam anxiety percentage (low physical activity students) Pre-exam anxiety percentage (high physical activity students) Difference in pre-exam anxiety percen
23,23. Encarnação et al. (2025). Hierarchical clustering of the pre-exam anxiety levels.json,json,journal_venue,agree,1.0,Frontiers in Sports and Active Living,Frontiers in Sports and Active Living
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,year,agree,1.0,2022,2022
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,title,agree,1.0,Why do East Asian students do so well in mathematics? A machine learning study,Why do East Asian students do so well in mathematics? A machine learning study
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,authors,partial,0.667,"king,leung,wang","king,wang"
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,ilsa_assessment,agree,1.0,timss,"iea,timss"
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,ml_methods,agree,0.85,random forest,"neural network,random forest"
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,software,disagree,0.25,"R (randomForest), SPSS (v. 26.0) (Markov Chain Monte Carlo - MCMC)","r,spss"
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,countries,agree,0.8,"Five East Asian economies (Singapore, Chinese Taipei, Korea, Japan, Hong Kong)","hkg,jpn,kor,sgp,twn"
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,dependent_outcome,agree,0.5,Mathematics achievement  ,Mathematics achievement (TIMSS scale; modeled via five plausible values)
24,24. Wang et al. (2022). Why do East Asian students do so well in mathematics?.json,json,journal_venue,json_missing,,International Journal of Science and Mathematics Education,
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,year,agree,1.0,2025,2025
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,title,agree,1.0,Algorithmic Fairness in Automatic Short Answer Scoring,Algorithmic Fairness in Automatic Short Answer Scoring
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,authors,agree,1.0,"andersen,goldhammer,mang,zehner","andersen,goldhammer,mang,zehner"
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,ilsa_assessment,agree,1.0,pisa,pisa
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,ml_methods,agree,1.0,"decision tree,random forest,svm","decision tree,random forest,svm"
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,software,disagree,0.125,R (reticulate and e1071 packages) and Python (transformers and torch libraries),r
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,countries,agree,1.0,Germany,deu
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,dependent_outcome,agree,0.617,Manual vs. automatic scoring (correct/incorrect classification),Automatic scoring correctness (correct/incorrect) fairness vs human scoring
25,25. Andersen et al. (2025). Algorithmic Fairness in Automatic Short Answer Scoring.json,json,journal_venue,agree,1.0,International Journal of Artificial Intelligence in Education,International Journal of Artificial Intelligence in Education
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,year,partial,0.5,2024,2025
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,title,agree,1.0,Inequality of Opportunity in Education in Spanish Regions: A Machine Learning Approach,Inequality of Opportunity in Education in Spanish Regions: A Machine Learning Approach
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,authors,agree,1.0,"bencomo mesa,marrero,sicilia","bencomo mesa,marrero,sicilia"
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,ilsa_assessment,agree,1.0,pisa,pisa
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,ml_methods,missing,,,
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,software,missing,,NA,r
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,countries,agree,1.0,Spain,esp
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,dependent_outcome,partial,0.432,"Students’ educational achievement scores (science, reading, mathematics)",Inequality of opportunity in science achievement (IOpE; variance share explained by circumstances)
26,26. Bencomo-Mesa et al. (2024). Inequality of Opportunity in Education in Spanish.json,json,journal_venue,json_missing,,Review of Public Economics,
27,27. Cai et al. (2025). A study on factors influencing digital sports.json,json,year,agree,1.0,2025,2025
27,27. Cai et al. (2025). A study on factors influencing digital sports.json,json,title,agree,1.0,A study on factors influencing digital sports participation among Chinese secondary school students based on explainable machine learning,A study on factors influencing digital sports participation among Chinese secondary school students based on explainable machine learning
27,27. Cai et al. (2025). A study on factors influencing digital sports.json,json,authors,disagree,0.0,"cai,chen,cui,liu,xian,zhou",
27,27. Cai et al. (2025). A study on factors influencing digital sports.json,json,ilsa_assessment,agree,1.0,pisa,pisa
27,27. Cai et al. (2025). A study on factors influencing digital sports.json,json,ml_methods,agree,0.85,"decision tree,gradient boosting,k nn,knn,logistic regression,multilevel,neural network,random forest,shap","gradient boosting,k nn,knn,logistic regression,neural network,shap"
