doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.1186/s40536-025-00262-x,teacher_interested_in_student,Teacher is easy to understand,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-025-00262-x,grade_indicator,Grade indicator (4 vs 8),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-025-00264-9,gender,Gender (main construct),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-025-00264-9,race_ethnicity,Race/ethnicity (main construct),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-025-00264-9,ell_status,English learner status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-025-00264-9,disability_status,Disability status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-025-00264-9,frpl_eligibility,FRPL eligibility (SES),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-024-00224-9,ASBE01,Computer use time daily,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBE02,Internet reading info time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBG10A,Computer for school reading,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBG10B,Computer for school preparing,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,device_use_in,Device use in,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,out_school,out school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBGSEC,Computer self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBGDDH,Home digital device access,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,ASBGHRL,Home resources for learning,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-024-00224-9,ACBG10,School access to digital books,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00224-9,ACBGDRSD,Instruction affected by shortages,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00224-9,COMSRAT,Computers to students ratio,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00224-9,ACBG05B,School location,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00224-9,HRLAGGR,Home resources aggregated at school,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-024-00224-9,FREQCLASSUSE,Computer use in classroom reading,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-024-00224-9,ATBG01,Teacher years teaching,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-024-00224-9,digital_economy,Digital Economy,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00224-9,society,Society,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-025-00248-9,gender,Gender,demographic,methodology_paper,Student Level,Student: Demographic
10.1186/s40536-025-00248-9,escs,Socioeconomic status (ESCS),socioeconomic,methodology_paper,Student Level,Student: SES
10.1186/s40536-025-00248-9,immig2,Immigration status,demographic,methodology_paper,Student Level,Student: Demographic
10.1186/s40536-025-00248-9,stubeha,behavior hindering learning,school,methodology_paper,School/Teacher Level,School/Teacher: Context
10.1186/s40536-025-00248-9,lackstaff,Lack of teaching staff,school,methodology_paper,School/Teacher Level,School/Teacher: Context
10.1186/s40536-025-00248-9,cntschid,School identifier (cluster),school,methodology_paper,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00219-6,INSTSCIE,Instrumental motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,MOTIVAT,Achievement motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,COOPER,Enjoy cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,VALUE,Value cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,BELONG,Sense of belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,ANXTEST,Test anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,EMOSUPS,Parental emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-024-00219-6,SOIAICT,ICT in daily social life,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-024-00219-6,Gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-024-00219-6,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-024-00219-6,PROSTCE,Certified science teacher proportion,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-024-00219-6,ICTCLUB,ICT-focused club,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-024-00219-6,timings,Time on CPS tasks,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1186/s40536-024-00219-6,activities,Number of CPS actions,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1007/s11145-020-10070-0,ATBR08B,Same-ability groups,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,ATBR09AB,Longer fiction books,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,ATBR10A,Read aloud to students,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,decode_sounds,Decode sounds,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,words,words,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ATBR12B,Identify main ideas,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,generalize,Generalize,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,infer,infer,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ATBR13B,Oral questions or summaries,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,ATBR13D,Written quiz or test,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,ATBR19B,Discuss homework in class,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11145-020-10070-0,ASBR01D,Teacher easy to understand,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR01G,Teacher lets show learning,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR01H,Teacher variety to help learn,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06B,Book as a present,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06C,Reading is boring,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06E,Enjoy reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06F,Learn a lot from reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06G,Read to make me think,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR06H,Book helps imagine worlds,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR07A,Usually do well in reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR07B,Reading is easy for me,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR07D,Harder than classmates,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR07E,Harder than any subject,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11145-020-10070-0,ASBR07F,Not good at reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,gender,Gender (girls vs boys),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10639-023-12272-9,ict_availability_index,ICT availability at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_affect,ICT affect (interest/enjoyment),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_beliefs_positive,Positive ICT attitudes,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_beliefs_negative,Negative ICT attitudes,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_future_expectations,Future ICT expectations,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_self_efficacy_basic,ICT self-efficacy (basic),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,ICT_self_efficacy_advanced,ICT self-efficacy (advanced),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-023-12272-9,HDI,Socioeconomic development (HDI),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1007/s10639-023-12272-9,GII,Gender inequality (GII),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1007/s10639-023-12272-9,global_innovation_index,Country innovation (GIIv),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1007/s10639-023-12272-9,ict_use_gender_gaps,Gender gaps in ICT use,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1007/s10639-023-12272-9,world_region,World region (UNESCO),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1007/s10639-023-12272-9,digital_skill_type,Digital skill type (CIL vs CT),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10639-023-12272-9,assessment_cycle,Assessment cycle (2013 vs 2018),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.ijer.2023.102267,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.ijer.2023.102267,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.ijer.2023.102267,reading_time,Reading time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,work_mastery,Work mastery,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,understanding,Understanding,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,remembering,remembering,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,summarizing_information,Summarizing information,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,assessing_credibility,Assessing credibility,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,reading_interest,Reading interest,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,self_efficacy,Sense of self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,self_education_expectations,Self-education expectations,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,perceived_competence,Self-concept: perceived competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.ijer.2023.102267,perceived_difficulty,Self-concept: perceived difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.tsc.2025.101963,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.tsc.2025.101963,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.tsc.2025.101963,HISEI,Socioeconomic status (HISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.tsc.2025.101963,OECD_membership,OECD membership status,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1016/j.tsc.2025.101963,HDI,Human Development Index (HDI),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1016/j.tsc.2025.101963,GGGI,Global Gender Gap Index (GGGI),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1016/j.tsc.2025.101963,power_distance,Power distance (PD),system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
